Channel,Theta,Alpha,Lowbeta,Highbeta,Gamma
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
T7,221.9565293,652.3553012,488.8167066,421.7519757,231.2249416
Pz,229.5506909,364.9848932,331.3593518,448.2447259,183.604814
T8,323.4584401,422.7456838,536.5674569,557.9398771,333.3063827
AF4,406.9327842,1012.296935,550.6277275,559.346723,375.2395441
AF3,164.9181294,385.5170164,444.0647441,344.9561981,334.5955731
