Channel,Theta,Alpha,Lowbeta,Highbeta,Gamma
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,321.5961094,896.1713652,439.0213448,649.6109287,318.4454928
Pz,105.6492376,315.4099523,420.9964885,348.2961651,189.3029358
T8,753.0114073,873.261723,344.1811251,533.1557283,251.6133677
AF4,358.1410127,976.1133181,639.1637273,721.8189086,271.8688483
AF3,323.6826174,659.6477966,424.9596499,474.1117488,317.8674355
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
T8,348.9506402,818.1145968,971.3498937,382.5971297,311.0985204
AF4,288.5760661,1984.694885,505.3299723,566.4096415,291.2546179
AF3,250.5780584,622.2400404,695.3677244,205.7751676,280.2738488
T7,339.1861537,1227.742667,557.693534,334.552634,288.2595989
Pz,100.1050413,500.4183097,274.6674389,221.4730734,165.7063856
